	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX8044242	60364125	132992	2204730	54997056	0	0	0	0	472549	0	0	0	0	2539666	17099	33	0.22031628885534246	60364125.0	5367069.0	8.89	54997056.0	91.11	SRX8044242_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60364125.0	0.0	20-101	53.0	21.10620644646169	86.42627636862127	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		60435392	34825019	60435392	6103974592	77636884	5255423177	13.90162102103324	0.0001	0.0	0.9999		
SRX8044243	29465491	842	21732	29419658	0	0	0	0	2712	0	0	0	0	20475	61	11	0.002857580075621343	29465491.0	45833.0	0.16	29419658.0	99.84	SRX8044243_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29465491.0	0.0	20-101	52.0	34.61620929769741	92.54587062540381	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		29564219	12437324	29564219	2985986119	50011048	2769580866	7.247362994188117	0.0267	0.0933	0.88		
SRX8044244	74612560	1941	50328	74555863	0	0	0	0	3778	0	0	0	0	543	85	22	0.0026014386853902343	74612560.0	56697.0	0.08	74555863.0	99.92	SRX8044244_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74612560.0	0.0	20-101	55.0	30.06796593761875	88.0159130044593	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		74915533	39814600	74915533	7566468833	131486180	6635356404	12.305772343092134	0.0517	0.0517	0.8966		
SRX8044245	61726795	6461	677116	60996390	0	0	0	0	33895	0	0	0	0	12817	95	21	0.010467091317474041	61726795.0	730405.0	1.18	60996390.0	98.82	SRX8044245_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61726795.0	0.0	20-101	55.0	32.390353982313925	89.9342489756677	pass	pass	pass	fail	fail	pass	warn	fail	pass	pass		61952355	32317291	61952355	6257187855	124951612	5578963810	10.839119117353079	0.0972	0.125	0.7778		
SRX8044246	67022858	166611	15678661	50219279	0	0	0	0	671166	0	0	0	0	283558	2993	590	0.24858832489655994	67022858.0	16803579.0	25.07	50219279.0	74.93	SRX8044246_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67022858.0	0.0	20-101	54.0	12.235895766370842	95.41976177739242	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		67083326	30616691	67083326	6775415926	40517975	6433109714	5.052180054163659	0.0055	0.0043	0.9902		
SRX8044247	39591518	1339	47325	39535560	0	0	0	0	6817	0	0	0	0	390	78	9	0.0033820375364238373	39591518.0	55958.0	0.14	39535560.0	99.86	SRX8044247_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39591518.0	0.0	20-101	51.0	23.070903332221924	92.87414127440123	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		39690398	16615497	39690398	4008730198	67484458	3704361858	7.592637193489669	0.22	0.2	0.58		
SRX8044248	55394888	79777	135119	55162991	0	0	0	0	16342	0	0	0	0	342	309	8	0.14401509395596213	55394888.0	231897.0	0.42	55162991.0	99.58	SRX8044248_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55394888.0	0.0	20-101	55.0	32.26162455889571	90.632461356362	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		55590147	27347621	55590147	5614604847	85869473	5083767411	9.454582298585755	0.0003	0.0006	0.9991		
SRX8044249	50112463	272212	7207773	41605164	0	0	0	0	708392	0	0	0	0	313993	4735	194	0.5432021970263167	50112463.0	8507299.0	16.98	41605164.0	83.02	SRX8044249_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50112463.0	0.0	20-101	54.0	23.277315790301447	87.23878357365909	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		50306523	28832957	50306523	5080958823	59498234	4417278392	13.062110009546124	0.2955	0.2045	0.5		
SRX8044251	51131375	314409	14358919	35458559	0	0	0	0	740615	0	0	0	0	236833	16238	5802	0.6149042539927785	51131375.0	15672816.0	30.65	35458559.0	69.35	SRX8044251_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51131375.0	0.0	20-101	53.0	17.412892077003523	91.47858949617529	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		51240652	26895020	51240652	5175305852	51174863	4711434588	8.96316618312977	0.4767	0.5233	0.0		
SRX8044252	69894139	17236	440805	68841881	0	0	0	0	53967	0	0	0	0	538750	1471	29	0.024660150688743727	69894139.0	1052258.0	1.51	68841881.0	98.49	SRX8044252_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	69894139.0	0.0	20-101	55.0	31.944504358879453	88.75624732998	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		70212332	36345167	70212332	7091445532	157464704	6253110565	11.821778270974953	0.087	0.0	0.9129999999999999		
SRX8044253	62611778	2621	94845	62483850	0	0	0	0	29678	0	0	0	0	628	129	27	0.004186113353944365	62611778.0	127928.0	0.2	62483850.0	99.8	SRX8044253_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62611778.0	0.0	20-101	55.0	33.49677529643084	88.14277476675394	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		62856421	32437361	62856421	6348498521	103376562	5595169292	11.8662582421353	0.1111	0.1	0.7889		
SRX8044254	90585421	1561233	31433962	51541003	0	0	0	0	4636583	0	0	0	0	1331680	74939	6021	1.723492569516236	90585421.0	39044418.0	43.1	51541003.0	56.9	SRX8044254_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	90585421.0	0.0	20-101	54.0	13.234810741194885	83.77861307284756	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		90625418	61340972	90625418	9153167218	38182587	7644879338	16.478316675280475	0.0001	0.0002	0.9997		
SRX8044255	62115669	1058107	13605918	46465578	0	0	0	0	570066	0	0	0	0	338824	32944	44232	1.7034461948723438	62115669.0	15650091.0	25.2	46465578.0	74.8	SRX8044255_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62115669.0	0.0	20-101	54.0	16.404153195421415	94.98257172437441	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		62221476	27614714	62221476	6284369076	57558045	5948385280	5.346340928369752	0.0175	0.0163	0.9662		
SRX8044256	68538006	38520	2108003	66213807	0	0	0	0	114710	0	0	0	0	61929	1026	11	0.0562023937492433	68538006.0	2324199.0	3.39	66213807.0	96.61	SRX8044256_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68538006.0	0.0	20-101	55.0	29.774637075961277	88.21975071757997	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		68788110	37780228	68788110	6947599110	132737904	6088079149	12.371467429127472	0.0	0.0	1.0		
SRX8044257	51566309	549	57929	51496708	0	0	0	0	10834	0	0	0	0	247	37	5	0.0010646486255202015	51566309.0	69601.0	0.13	51496708.0	99.87	SRX8044257_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51566309.0	0.0	20-101	54.0	30.403811169416088	88.90777903068455	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		51755776	26265501	51755776	5227333376	80561292	4630226046	11.422790303397708	0.25	0.125	0.625		
SRX8044258	55085995	187	9879	55061929	0	0	0	0	2252	0	0	0	0	11741	7	0	0.0003394692244371732	55085995.0	24066.0	0.04	55061929.0	99.96	SRX8044258_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55085995.0	0.0	20-101	55.0	35.65656293008373	89.3346652629221	pass	pass	pass	fail	fail	pass	warn	fail	pass	pass		55305588	29248980	55305588	5585864388	109268640	4950585227	11.372978591545428	0.3077	0.1538	0.5385		
SRX8044259	67642942	141296	19085114	46223968	0	0	0	0	1670903	0	0	0	0	452440	69185	36	0.20888506002592255	67642942.0	21418974.0	31.66	46223968.0	68.34	SRX8044259_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67642942.0	0.0	20-101	53.0	14.7725971344682	88.72444152414305	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		67721483	39035235	67721483	6839869783	33016390	6051249813	11.529751223627935	0.2172	0.209	0.5738		
SRX8044261	41935646	36309	3900575	37677348	0	0	0	0	170571	0	0	0	0	145698	5005	140	0.0865826652580957	41935646.0	4258298.0	10.15	37677348.0	89.85	SRX8044261_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41935646.0	0.0	20-101	53.0	17.734717268957347	94.64517198566584	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		42031075	17880438	42031075	4245138575	59593416	3985962886	6.1052350687986685	0.4717	0.5057	0.0226		
SRX8044262	49899343	266337	9163740	39505418	0	0	0	0	690657	0	0	0	0	254648	11832	6711	0.5337485104763804	49899343.0	10393925.0	20.83	39505418.0	79.17	SRX8044262_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49899343.0	0.0	20-101	53.0	19.359297593645227	93.40557806542664	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		49990012	22836807	49990012	5048991212	45249122	4710984688	6.694535795520017	0.5013	0.4987	0.0		
SRX8044263	45222301	286826	6576710	37840369	0	0	0	0	270897	0	0	0	0	230775	10056	6668	0.6342578631724202	45222301.0	7381932.0	16.32	37840369.0	83.68	SRX8044263_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45222301.0	0.0	20-101	53.0	21.7438275598067	92.89269495596874	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		45422396	20736705	45422396	4587661996	68884977	4245919637	7.449161670976774	0.4333	0.4593	0.1074		
SRX8044264	61811394	27989	1196436	60425454	0	0	0	0	93844	0	0	0	0	66572	457	642	0.04528129554884331	61811394.0	1385940.0	2.24	60425454.0	97.76	SRX8044264_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61811394.0	0.0	20-101	55.0	35.472237310689366	86.17089434999637	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		62081674	34120605	62081674	6270249074	121744116	5392812816	13.993642798630553	0.0426	0.0387	0.9187		
SRX8044265	62336561	23397	1413383	58980222	0	0	0	0	351267	0	0	0	0	1568072	211	9	0.0375333506126525	62336561.0	3356339.0	5.38	58980222.0	94.62	SRX8044265_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62336561.0	0.0	20-101	54.0	25.99749443163585	85.25920526799673	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		62553066	36438906	62553066	6317859666	112803925	5340397235	15.471417262720824	0.1	0.3	0.6		
SRX8044266	55023451	348315	11332755	41989858	0	0	0	0	952376	0	0	0	0	362982	30575	6590	0.6330300874803363	55023451.0	13033593.0	23.69	41989858.0	76.31	SRX8044266_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55023451.0	0.0	20-101	53.0	17.347071601657586	89.01520022799005	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		55140631	31400790	55140631	5569203731	54071274	4930674138	11.465366035107255	0.2083	0.2287	0.563		
SRX8044267	67182046	13859	1046141	65951907	0	0	0	0	97350	0	0	0	0	72421	368	0	0.02062902341497608	67182046.0	1230139.0	1.83	65951907.0	98.17	SRX8044267_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67182046.0	0.0	20-101	54.0	31.157087190399924	87.09773411783262	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		67439073	36054144	67439073	6811346373	137161933	5897829959	13.411686382903024	0.5238	0.4762	0.0		
SRX8044268	38977554	6691	203148	38739876	0	0	0	0	21206	0	0	0	0	6551	59	23	0.017166290116614295	38977554.0	237678.0	0.61	38739876.0	99.39	SRX8044268_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38977554.0	0.0	20-101	54.0	34.358628137032966	89.03027450106285	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		39147001	19832162	39147001	3953847101	86520285	3481302125	11.951523767332446	0.3333	0.4394	0.2273		
SRX8524961	16620124	8155731	69290	4179332	0	0	0	0	36394	0	0	0	0	3032408	1083701	63268	49.071420887112524	16620124.0	12440792.0	74.85	4179332.0	25.15	SRX8524961_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16620124.0	0.0	20-75	50.0	38.36859374160682	73.1696456657002	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		16722753	5520193	16722753	1254206475	3664058	1232391345	1.7393571501056075	0.8128	0.0781	0.1091		
SRX8524962	11435453	5469344	30712	3060925	0	0	0	0	26586	0	0	0	0	2051887	756066	39933	47.8279609911387	11435453.0	8374528.0	73.23	3060925.0	26.77	SRX8524962_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11435453.0	0.0	20-75	51.0	44.424853769169275	73.20390770702306	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		11504539	4001941	11504539	862840425	5841922	844200750	2.1602690903129624	0.8338	0.0758	0.0904		
SRX8524963	14268876	5966817	42536	3518959	0	0	0	0	48898	0	0	0	0	3603260	1043730	44676	41.8170078708372	14268876.0	10749917.0	75.34	3518959.0	24.66	SRX8524963_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14268876.0	0.0	20-75	50.0	36.39594895156894	73.07894917581454	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		14340160	5288445	14340160	1075512000	6511778	1052524921	2.137314971845968	0.8105	0.0812	0.1083		
SRX8524964	11508761	4635297	27068	3003167	0	0	0	0	46180	0	0	0	0	2906034	858828	32187	40.27624693917964	11508761.0	8505594.0	73.91	3003167.0	26.09	SRX8524964_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11508761.0	0.0	20-75	51.0	40.84830498290889	73.03571253239163	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		11573792	4312770	11573792	868034400	5062602	847800086	2.3310497832804784	0.8031	0.0775	0.1194		
SRX8524965	14031758	6807579	31201	3101890	0	0	0	0	36124	0	0	0	0	3022294	975315	57355	48.51551031595614	14031758.0	10929868.0	77.89	3101890.0	22.11	SRX8524965_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14031758.0	0.0	20-75	51.0	35.657505276392435	73.24241880454323	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		14141937	4747456	14141937	1060645275	3121262	1039770899	1.9680826843828632	0.8411	0.0729	0.0859		
SRX8524966	14203159	6904722	48631	3641870	0	0	0	0	29906	0	0	0	0	2565492	955715	56823	48.613987916350155	14203159.0	10561289.0	74.36	3641870.0	25.64	SRX8524966_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14203159.0	0.0	20-75	51.0	39.4146170915376	73.29438880463142	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		14295237	4739976	14295237	1072142775	3175209	1053231975	1.7638322470624306	0.848	0.0631	0.0888		
SRX8524967	11342182	4793344	79222	2793761	0	0	0	0	36955	0	0	0	0	2787048	812432	39420	42.261215699060365	11342182.0	8548421.0	75.37	2793761.0	24.63	SRX8524967_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11342182.0	0.0	20-75	51.0	40.77312550449938	73.2445580577	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		11408803	3739935	11408803	855660225	2566968	840557017	1.7650940827593102	0.8096	0.0666	0.1238		
SRX8524968	12059706	5045050	26286	2785391	0	0	0	0	53838	0	0	0	0	3238639	877268	33234	41.833938571968496	12059706.0	9274315.0	76.9	2785391.0	23.1	SRX8524968_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12059706.0	0.0	20-75	51.0	39.419033139977905	72.99649626616105	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		12149867	4428972	12149867	911240025	5444662	888344965	2.512516940857597	0.8459	0.0624	0.0917		
SRX8524969	10025737	4472252	118532	1021588	0	0	0	0	0	0	0	0	0	3899656	457869	55840	44.607713128720604	10025737.0	9004149.0	89.81	1021588.0	10.19	SRX8524969_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10025737.0	0.0	20-75	51.0	31.35017995840425	72.60364440040668	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		10195329	3805351	10195329	764649675	3436233	736689590	3.6565875739108886			0.0279	0.7739	0.1982
SRX8524970	10365749	4619134	141841	1012074	0	0	0	0	0	0	0	0	0	4054336	483148	55216	44.56150732571279	10365749.0	9353675.0	90.24	1012074.0	9.76	SRX8524970_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10365749.0	0.0	20-75	51.0	31.192368018050193	72.51336435022688	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		10513440	3952366	10513440	788508000	3602217	760488648	3.553464517798172			0.0313	0.775	0.1937
SRX8524971	14976249	2319579	386553	8256764	0	0	0	0	0	0	0	0	0	3718462	271344	23547	15.488384307712831	14976249.0	6719485.0	44.87	8256764.0	55.13	SRX8524971_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14976249.0	0.0	20-75	53.0	40.36208097165415	72.27433438105895	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		15143514	4890180	15143514	1127085970	3488127	1091298078	3.175258405532277			0.0882	0.8064	0.1054
SRX8524972	9668349	4842158	192774	1238933	0	0	0	0	0	0	0	0	0	2967694	397384	29406	50.08257356038761	9668349.0	8429416.0	87.19	1238933.0	12.81	SRX8524972_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9668349.0	0.0	20-75	52.0	34.663163942599304	73.30312155674149	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		9702246	3065752	9702246	727668450	1571856	716084535	1.5919221178271503			0.1056	0.7507	0.1437
SRX863762	864995	307210	11538	338186	0	0	0	0	1247	0	0	0	0	170472	33723	2619	35.515812230128496	864995.0	526809.0	60.9	338186.0	39.1	SRX863762_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	864995.0	0.0	20-76	40.0	61.2884315679916	70.11101567061081	pass	pass	pass	fail	fail	pass	warn	warn	fail	pass	fail	1005603	312653	1005603	75420225	10014420	62442834	17.206778420509885					
SRX8757611	8580684	4413793	50568	1417086	0	0	0	0	635720	0	0	0	0	1660366	366778	36373	51.438708149606725	8580684.0	7163598.0	83.49	1417086.0	16.51	SRX8757611_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8580684.0	0.0	20-76	52.0	40.63086696363645	69.63478972072622	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		8848743	3747346	8848743	666459730	1217652	603642009	9.425583898369975	0.7447	0.1112	0.1441		
SRX8757612	9774485	5683420	120277	1546964	0	0	0	0	344030	0	0	0	0	1598719	412823	68252	58.1454675105645	9774485.0	8227521.0	84.17	1546964.0	15.83	SRX8757612_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9774485.0	0.0	20-76	52.0	32.10490659609321	72.71028847044116	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		9999871	3455883	9999871	756085398	2424585	714806133	5.459603519548463	0.7712	0.0745	0.1543		
SRX8757613	6663079	3945091	82960	1018632	0	0	0	0	297490	0	0	0	0	995002	276459	47445	59.20822790784861	6663079.0	5644447.0	84.71	1018632.0	15.29	SRX8757613_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6663079.0	0.0	20-76	52.0	33.891961990644695	72.11481868967783	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		6871508	2482983	6871508	519552099	1706274	483910204	6.860119527685711	0.7574	0.0865	0.1561		
SRX8757614	9843900	4963535	68639	1445475	0	0	0	0	964955	0	0	0	0	1953704	399057	48535	50.42244435640347	9843900.0	8398425.0	85.32	1445475.0	14.68	SRX8757614_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9843900.0	0.0	20-76	51.0	31.51695597015771	68.54029175428438	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	10201827	4587520	10201827	768852007	1778694	681464057	11.366030029755779	0.7632	0.0942	0.1426		
SRX8757615	8203190	4057502	48432	1357017	0	0	0	0	946099	0	0	0	0	1443517	312272	38351	49.46248959246343	8203190.0	6846173.0	83.46	1357017.0	16.54	SRX8757615_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8203190.0	0.0	20-76	51.0	35.12188289138885	67.39702237787982	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	8753404	4233048	8753404	659552081	1606393	561491003	14.86782936858022	0.7553	0.0963	0.1485		
SRX8757616	8791409	4816589	49167	1350982	0	0	0	0	645160	0	0	0	0	1502849	369179	57483	54.78745215926138	8791409.0	7440427.0	84.63	1350982.0	15.37	SRX8757616_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8791409.0	0.0	20-76	51.0	33.63429030008573	70.20218602046612	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	9158959	2657491	9158959	628193769	154849	624553772	0.579438571285797	0.7509999999999999	0.0969	0.1521		
SRX8757617	9760172	5377149	94339	1583394	0	0	0	0	668785	0	0	0	0	1585659	388719	62127	55.09276885694228	9760172.0	8176778.0	83.78	1583394.0	16.22	SRX8757617_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9760172.0	0.0	20-76	52.0	34.963903873691876	70.5429711689507	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		10129476	4057584	10129476	764779087	2153070	694916633	9.134984884857344	0.7284	0.1153	0.1564		
SRX8757618	7169563	4303767	48873	1370355	0	0	0	0	173494	0	0	0	0	874695	296745	101634	60.02830298025138	7169563.0	5799208.0	80.89	1370355.0	19.11	SRX8757618_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7169563.0	0.0	20-76	52.0	34.128949516192364	74.13373869509202	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		7262023	2206366	7262023	550442332	4055919	532244110	3.306108731477433	0.7536	0.0837	0.1626		
SRX8757619	13603081	1955035	3928627	2578082	0	0	0	0	3836947	0	0	0	0	1172518	125955	5917	14.372001460551472	13603081.0	11024999.0	81.05	2578082.0	18.95	SRX8757619_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13603081.0	0.0	20-76	53.0	31.53722305549793	56.75704643675943	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	warn	14950673	10128941	14950673	1119565164	765129	794937070	28.995908808037896	0.7774	0.1016	0.121		
SRX8757620	9177053	4872538	94201	1369372	0	0	0	0	578290	0	0	0	0	1803967	408908	49777	53.09480069473282	9177053.0	7807681.0	85.08	1369372.0	14.92	SRX8757620_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9177053.0	0.0	20-76	52.0	31.9701554965732	70.79204424339709	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	9424379	2697072	9424379	658767974	160606	655167503	0.5465461501017048	0.7466	0.0916	0.1618		
SRX8757621	8068689	3957397	78012	1271097	0	0	0	0	909767	0	0	0	0	1511318	300362	40736	49.04634445571022	8068689.0	6797592.0	84.25	1271097.0	15.75	SRX8757621_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8068689.0	0.0	20-76	51.0	34.40216166499075	67.31972368745406	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		8395704	2345182	8395704	553155661	137544	549942099	0.5809507570058114	0.7683	0.08	0.1517		
